Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,FIPS,CBSA 2020,RUCA,FORHP/ RURAL 2022,PSF PAYMENT,POS CERTIFIED BEDS,POS TOTAL BEDS,CR ACUTE BEDS,PSF BEDS,longitude,latitude
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-89.813424,37.91758
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-89.813424,37.91758
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-89.813424,37.91758
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-89.813424,37.91758
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-89.813424,37.91758
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-89.813424,37.91758
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-89.813424,37.91758
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-89.813424,37.91758
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,RANDOLPH,(618) 826-4581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,5,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-89.813424,37.91758
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-86.361994,40.763278
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,(574) 753-7541,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-86.361994,40.763278
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-97.205796,38.924811
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,(785) 263-6610,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-97.205796,38.924811
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-81.235528,32.292402
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,HAMILTON,(402) 694-3171,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-81.235528,32.292402
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,48165,Neither,7.0,Rural,CAH,25,25,25.0,,-83.368534,40.230984
360092,MEMORIAL HOSPITAL,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,(937) 578-2289,Acute Care Hospitals,Government - Local,Yes,Y,Y,5,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,48341,Micro,4.0,Rural,CAH,25,60,19.0,,-83.368534,40.230984
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,17163,Metro,1.0,Metro,PPS,341,341,298.0,298.0,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,17067,Micro,10.0,Rural,CAH,25,48,18.0,,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,17157,Neither,7.0,Rural,CAH,61,61,25.0,,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,18017,Micro,4.0,Rural,SCH,83,83,37.0,40.0,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,20041,Neither,7.0,Rural,CAH,25,25,21.0,,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,31081,Neither,7.0,Rural,CAH,12,12,14.0,,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,31159,Metro,7.0,Rural,CAH,25,25,24.0,,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,39159,Metro,2.0,Metro,PPS,97,97,51.0,47.0,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,39143,Micro,4.0,Rural,PPS,179,179,31.0,28.0,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,40001,Neither,7.0,Rural,MDH,50,67,30.0,26.0,-83.135768,41.339564
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,SANDUSKY,(419) 332-7321,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,48177,Neither,10.0,Rural,SCH,35,35,34.0,33.0,-83.135768,41.339564
